text ,label
"The prosecution story as given by PW-1 and PW-2 is that as they were enroute to their house at about 7 P.M. on the 11.6.1996 after having visited the market and had reached the canal situated between village Khanpur and Rajapur, the accused persons who were waiting for their arrival had caught hold of them, whereafter the first accused has assaulted PW-1 and then dragged PW-2 towards the canal and all the accused had then gangraped her. It is also the case of the prosecution that PW-1 and PW-2 had gone to the police station but the police did not entertain the complaint.",sexual offense
he was travelling in the intervening night of 23.6.2003 and 24.6.2003 alongwith his wife in an auto rickshaw to reach his village. Two other persons were accompanying them in the auto rickshaw. The auto rickshaw was taken few kilometers away from the main road and the accompanying two persons committed rape upon appellant’s wife. As the appellant himself tried to rescue his wife he also suffered a large number of injuries. He also told the Police that he would be in a position to identify the real culprits if they come before him.,sexual offense
The appellants are policemen who wrongfully confined one Nandagopal in police custody in Police Station Annamalai Nagar on suspicion of theft from 30.5.1992 till 2.6.1992 and also gang raped his wife Padmini in a barbaric manner. The accused also confined several other persons (who were witnesses) and beat them in the police station with lathis.,sexual offense
"After finishing the drinks, Trilok Singh and Basant Ballabh slept on one cot, while Khemanand and the prosecutrix took separate cots. After sometimes, accused Khemanand went upto the cot of the prosecutrix and tried to molest her. The prosecutrix resisted his attempts and complained against accused Khemanand to Basant Ballabh. Accused Basant Ballabh instead of helping her, asked her to fulfill the desire of the accused Khemanand. Accused Khemanand subjected the prosecutrix to sexual intercourse forcibly. On 9.2.1985 the prosecutrix was taken to village Tikri where distantly related sister of Trilok Singh was residing so that they may not be apprehended by the police. Accused Triok Singh and Basant Ballabh went outside the village",sexual offense
"When the prosecutrix was in a sad and remorseful mood, the accused Basant Ballabh who was known to the prosecutrix came over there and inquired from her the reason for her remorse. The accused Basant Ballabh started to console her by saying that her mother was admonishing her everyday and suggested that they should run away and marry at Purnagiri temple. The accused, Basant Ballabh also told her that his maternal uncle has a factory where he would get an employment and earn money and live comfortably. The accused Basant Ballabh took the prosecutrix to his room where they stayed throughout the night. The accused Basant Ballabh promised her to marry on the next day in Purnagiri Temple.",sexual offense
"While on the way, they met four of the accused Pyaru, Nandoo, Rajoo and Pentoo, who addressed the prosecutrix as a prostitute and then asked her to go with them to a hotel some distance away. The prosecutrix, however, refused to accept this order on which Nandoo and Pyaru put a towel on her face and after slapping her several times, made her sit on a scooter with Nandoo in front and Pyaru at the rear and the prosecuritx in the middle. The two accused then took the prosecutrix near the newly constructed quarters where the 2 other accused were already present. It is the case of the prosecution that all the accused, first Nandoo, and thereafter the others turn by turn committed rape on her, and after having satisfied their lust, she was dropped by some of them near the peepal tree in the bazaar.",sexual offense
"On this P W- 1 started returning to her house at about 9.00 p.m., but suddenly the electricity supply went off and in the darkness, according to the prosecution, P W- 1 was physically lifted by two unknown persons who tied a towel around her mouth preventing her from raising any alarm. It was alleged that the said two unknown persons took her to a nearby land and entrusted her to the appellant-accused. The appellant laid her on the ground and forcibly committed sexual intercourse. As a result thereof, she became unconscious. She was allegedly thrown near her house in the early hours at about 2.00 a.m. on 12.10.1995. P W - 2 Annappa Siddappa Vaddarale, father and P W- 3 Bayabai, mother of the prosecutrix noticed her lying on the ground in front of their house in unconscious state of mind.",sexual offense
"On 1.1 0 . 2 0 0 1 at about 5.3 0 pm while U. Vijayala k s h m i - PW.1 was returning from the fields to the village and when she reached the fields of Viswan ath a Reddy along with her cattle, the accused who was hiding in the bushes, gagged her mouth with his towel and tied her hands with his lungi, pushed her to the ground, lifted her petty coat and forcibly committed rape on her. When P W . 1 struggled to escape, the accused pinched on her face with nails and caused scratches. Then, the accused untied the hands of the victim- P W . 1 , threatened to kill her and her family members if she informs the incident to her parents.",sexual offense
"Both the sisters sat by his side. It was raining at that time. After some time, leaving the main road, the appellant moved the auto towards a kutcha road. Both the victims asked them as to where the auto was being taken. By that time, the accused stopped the auto at a lonely place and pulled both the victims out of the auto and after covering their mouth with hands, threatened to kill them if they gave rise to any shouting. Thereafter, both th e victims were made to lie on the ground and their clothes wer e removed. Santhosh Moolya, A-1 raped the elder sister an d Surendra Gowda, A-2 raped the younger sister. While leaving the place, both the accused threatened the victims not to inform any one about the incident and also allow them to do the similar act in future failing which they would be killed. After sometime, the victims managed to get up and put on their clothes and walked towards their house",sexual offense
"Rajinder Singh had gone on a cycle and settled in a field at some distance from the field where Rajinder Kaur, the prosecutrix, had reached to cut/collect the grass. The appellant, Satpal Singh, caught hold of her and out of fear, the sickle in her hand fell down. The appellant took her to the nearby wheat field and raped her. She raised an alarm and upon hearing the same, her brother, Rajinder Singh (PW 16), came running to the place of occurrence. But by then, the appellant escaped from the scene.",sexual offense
"at about 8.00 a.m., she went to the fields to bring fodder. When she reached near the fields of one Nihala, the appellant came near her and forcibly lifted her. She raised an alarm but the appellant gagged her mouth and started sexually assaulting her. After hearing the voice of her aunt, the appellant left her and ran away.",sexual offense
"The prosecution case stated briefly is that the victim (PW1) who is aged about 19 to 20 years was forcibly abducted by the appellant and another accused in an autorickshaw on 19th of Febru ary, 1989 from Timmenhalli Road leading to Vijay Nagar bus stand at about 6.20 p.m. when she w as going with a cousin of her and she was taken to a house and raped by the two accused person s. The incident of abduction was reported to her sister (PW2) by the cousin based on which PW 2 approached the Vijay Nagar police station on 19th February, 1989 and lodged a complaint of a bduction at about 9.45 P.M.",sexual offense
"after completing the work in the house of the appellant, she was to return to her house. The appellant accompanied her on the ground that he would escort her to her house. On the way, he dragged her to a nearby paddy field and committed rape on her. The appellant gagged the mouth of the prosecutrix by putting handkerchief but somehow she managed to remove the same and raised hue and cry. Thereupon, the villagers, including her brother Jakir, arrived at the place of the occurrence and the accused fled away.",sexual offense
"after some time went at the residence of PW-1 and enquired about whereabouts of Jyoti. It is alleged that accused stated that he did not know anything about Jyoti and he had not taken her alongwith him for visiting cinema. Thereafter, PW-1 and other family members and residents of the locality started searching Jyoti. As Jyoti was not found, report was lodged at the police station. Subsequently dead body of the deceased was noticed by PW-13 Sanjay Dube who was also neighbour of PW-1. The dead body was found lying in the bushes standing across the railway line. He noticed that underwear of the deceased was lying near the dead body and that there were ...3. .PA - 3 - blood stains and tooth mark on her cheek. He thereafter informed at the police station. On the basis of the said information investigating officer carried out necessary investigation.",sexual offense
"when she went with a pitcher to fetch water from the well of one Maha dev, all the accused not only caught hold of and over-powered her also by threatening her wi th a knife, but committed rape, successively.",sexual offense
"that his daughter Sandhya aged about 13 1/2 years was called from the school by the accused through her friend named Neetu in the afternoon. Neetu told Sandhya that Bhanwroo was in the Bolero vehicle near the bus stand. Sandhya left the school after taking permission from the school authorities. She then noticed the Bolero vehicle on Tiwri Road, but she did not find Neetu and when she enquired about Neetu, the accused misguided her and told her that Neetu had got down to go to the toilet after which she was made to sit in the vehicle which was forcibly driven towards Tiwri and after a distance of 3-4 Km., a person named Subhash Bishnoi was also made to sit in the vehicle. The vehicle was then taken to a lonely place off the road where heinous physical assault of rape was committed on her by Vijay Kumar and Subhash Bishnoi. Since the victim resisted and opposed, she was beaten as a result of which she sustained injuries on her thigh, hand and back. She was then taken towards the village Chandaliya and she was again subjected to rape.",sexual offense
"On 6.11.1995, Nasima Begum (PW.1), aged about 16 years filed a complaint alleging that on that day while she was going to attend her tuition alongwith her friend Nilufa Khatun, she met the appellant on the way who suddenly came and forcibly caught hold of her hair and planted a kiss, resultantly, she suffered a cut over her lower lip and started bleeding.",sexual offense
"The prosecutrix, aged about 19 years was married and had an infant daughter at the time of the incident. On 16.01.1992, at 5:00 P.M., the accused persons, Aslam and Galli, upon finding the prosecutrix (PW-1) working alone in her field, had gagged her and committed rape on her in turns. After the accused persons had left, the prosecutrix returned home crying",sexual offense
"Suresh went into the room, he saw his mother lying flat on the ground with blood on the floor. She was tied with a saree at one end, and the other end was tied with the window. As the deceased did not respond to call of her son Suresh, he went to the neighbour CW-7 Kusuma Shetty, and told her as to what he had seen. Kusuma Shetty called CW-6 Geetha Hegde and PW-8 Lalitha Jaya and all the three saw through window that Jayashri was lying on the ground. The police personnel saw Jayashri lying dead on the floor with genitals exposed and blood oozing from her vagina.",sexual offense
"When the appellant rang 2 the door bell and the deceased enquired, the appellant told him that he has left his iron bowl used for masonry work and wanted to take it back. Though the deceased told him that he could take it back after his father’s return, the Prosecutrix intervened and said that he had been working in their house as mason and hence by so saying, she opened the door. The appellant was carrying an aruval which is a sharp edged curved weapon in his waist. The appellant upon entry, bolted the door immediately. When Manikandan, P.W.-1 Prosecutrix and P.W.-2 Sangeetha screamed, the appellant took his aruval from his waist and threatened the inmates not to shout by keeping the aruval on the neck of the deceased. He then gagged and tied the hands of P.W.-2 Sangeetha and Manikandan and confined them to the pooja room by tying them to the window with a saree. The appellant raised the volume of television and then went to the bedroom where P.W.-1 Prosecutrix was hiding. He pulled the mattress from the cot to the ground and tied her hands and legs and gagged her. He then removed her clothes and raped her. 5. By this time, the deceased managed to loosen the knot and came to the bedroom and saw the appellant committing 3 rape on the Prosecutrix. He ran to the hall to make a call. On seeing this, the appellant angrily dragged Manikandan to the toilet and cut his neck with aruval, ultimately causing his death.",sexual offense
"on 6.1.2000, when the prosecutrix PW 3 went for toilet in the bushwood of Paijan Singh Yadav, the appellant who came from behind caught hold of her and at the point of knife, forcibly committed sexual intercourse with her.",sexual offense
"The victim, a student of 11th standard studying in that school, was called by the first respondent in the month of March 2010 to his room for the study purpose; served a drink and, after consuming the drink, it is alleged that the first respondent raped her and also took nude photographs. It is further alleged that thereafter the first respondent molested the victim and also raped her during the period March 2010 to July 2010.",sexual offense
"the victim left her village for village Pidana to sell milk. As she was on her way she was accosted by A1 to A3 who were coming from the opposite direction. They abused P.W. 1 and beat her thereafter. They also took her to the nearby field of one Chintalu and committed rape on her. In the meantime, A4 to A8 also came there and pointed out that it was not sufficient punishment for her to be raped but she should also be given a severe beating to teach her a lesson. All the accused thereupon beat her still further. The cries of the victim attracted some of the villagers who were close by and on reaching there they found that her clothes had been torn and that she was in a traumatised state.",sexual offense
the accused went to the house of the prosecutrix and took her to his house and after entering his room the accused bolted the door of the room from inside and put the prosecutrix on the cot and switched on the T.V. It is also alleged that thereafter the accused opened the salwar of the prosecutrix and took off his trouser and underwear and thereafter the accused committed on the prosecutrix. The prosecutrix stated in her deposition that she wanted to cry and weep but she could not do so because the accused had gagged her mouth.,sexual offense
"the prosecutrix went to the house of the respondent to read some books. The respondent, however, told her to lie down on the cot and thereafter removed her underwear and lay down on her, but after the prosecutrix screamed in alarm the respondent let her go.",sexual offense
"It is alleged that with his muscle and money power, accused No. 1 started threatening the family members of the prosecutrix. On 5.5.2009, accused No. 1, under threat, took the prosecutrix and her whole family to Bombay for getting married with prosecutrix and for that purpose he also converted himself to Islam. Thereafter, Nikaah was performed on 6.5.1999 at Bombay in the presence of Kazi. In this nikaah, accused no. 1 was helped by other accused persons who were his henchmen. Even after the nikaah, accused No. 1 is alleged to have moved along with prosecutrix at various places including Khandala, Mysore and Hyderabad where according to the prosecutrix, under threat,she was raped by accused No. 1 from 9.5.1999 to 17.5.1999. In short, the case of the prosecution appears to be that it was only with the muscle and money power that the accused No. 1 forced the prosecutrix for nikaah and ravished her.",sexual offense
"along with her brother Anil and her friend Rajni when accused Honey along with two others who she could recognise met them in white coloured Ambas s ador car and they made her brother Anil sit in the said car and told her that if she wanted her brother then she should sit with them and out of fear she sat in the car and they also made Rajni sit in the said car. Thereafter they took them to a hotel in Sector 2 2, Chandigarh and there they forcibly committed rape on her and thereafter they left them at Mohali at about 1.0 0 P.M. on that day.",sexual offense
"the prosecutrix had gone to relieve herself in the evening. Ram Kali followed her on the way. While she was returning and reached near the plot of one Vijai Bahadur, Chhotey Lal (A-1) and Ramdas (A-2) came from behind; A-1 caught hold of her and when she raised alarm, A-1 showed fire-arm to her and gagged her mouth. A-1 along with A-2 and A-3 brought the prosecutrix upto the road. There, A-3 parted company and took the prosecutrix to Village Sahora. the prosecutrix was kept in the house of Girish and Saroj Pandit in Village Sahora. On the next day A1 and A-2 took the prosecutrix in a bus to Shahajahanpur where she was kept in a rented room for few days. During their stay A-1 allegedly committed forcible intercourse with the prosecutrix. Whenever prosecutrix asked for return to her house, A-1 would gag her mouth and threaten her.",sexual offense
"alleged to have allured her on the ground that he will give her a pigeon after catching the same and, therefore, the accused persuaded her to come inside the Chhota Imambara and tried to commit rape on her. On her crying, grand-father, father and brother of the prosecutrix had come and the accused ran away.",sexual offense
After sometime the appellant expressed the necessity of attending to the call of nature. Ranjo Devi told the appellant that she would sit on the embankment with Manoj but the appellant told her to come to the river bank. She was thereafter forcibly undressed by the appellant and after he had shut her mouth he called out to Manoj Kumar Pandit to come running towards him. She was thereafter sexually assaulted by the appellant followed by Manoj Kumar Pandit.,sexual offense
"when the victim was about to leave Badamtala bus stand she was intercepted by four or five persons who forcibly took her to a house under construction and thereafter two of them forcibly committed rape on her one after another against her will. One of them had a knife in his hands. The victim further alleged that after commission of rape she was taken to a nearby tea stall and locked there in a small room by the appellants. After sometime one Parimal Babu (PW-2), Probal Babu (PW-1) and Bipul Samaddar (PW-6) and some other people rescued her from that shop, to whom she narrated the whole incident.",sexual offense
"When the prosecutrix went to the kitchen for taking water, the accused-appellant also came inside and caught her hand and despite her opposition, removed her night dress and indulged in sexual intercourse. After that the accusedappellant told the prosecutrix that she need not worry as he will marry her. Since the accused-appellant held out a promise of marrying the prosecutrix, she did not make any complaint either to her parents or the police. However, when she was carrying a child of 7 months she protested to the accused-appellant and requested him to marry her but the accused-appellant declined the request.",sexual offense
"as she was passing by the Jawar field accompanied by Surjit son of Hawa Singh and Ashok son of Rattan Singh, both aged about six years, she had been followed by the appellant, who had caught hold of her hand and dragged her to the cotton field and told the young boys to leave and had then raped her.",sexual offense
"the appellantaccused Wahid came there in his auto who voluntarily offered to help her. She requested him to drop her to her relative’s place but instead of taking her to the house of relative of the prosecutrix, he proceeded towards airport via Lal Ghati. She tried to stop the accused from proceeding in the wrong direction, but, he continued to ply the auto-rickshaw. In the darkness, near bushes he stopped the auto and used filthy language against her. He also threatened to kill her if she raised hue and cry. After gagging her mouth, he took her to the nearby bushes and removed her under-garments. He also removed his pants and under-garments and committed rape on her.",sexual offense
"on 30th March, 1984 between 9 a.m. and 12 noon in village abadi he committed rape on the prosecutrix who had gone to collect cow dung towards the village funeral grounds.",sexual offense
"Yadav Navkar was found missing on 3.09.2000 and his wife, PW-38, Smt. Kaushalyabai lodged a report to the Police alleging that the appellant, namely, accused No. 1 had taken her husband with him and he had not returned and she suspected the role of the appellant. In the meanwhile, a dead body was found by
the Police at Bhaisdehi, Madhya Pradesh on which an FIR
was registered on the file of Bhaisdehi Police Station
and inquest was conducted.",kidnapping
There is an allegation that there was kidnapping and involvement of appellant No. 3 is also alleged in this regard.,kidnapping
"Alsia Pardhi-the appellant herein, being the uncle of the kidnapped minor girl, on 13.02.2011, made a complaint to the SHO, Kotwali Betul, alleging that the minor girl is in the custody of the officials of the Forest Department and requesting to register a case of kidnapping against them.",kidnapping
"The appellant, son-in-law of the informant, has been arraigned as an accused for the offences punishable under Sections 363/366-A of the Indian Penal Code in connection with FIR No. 30 dated 29.2.2012 in P.S. Fatehgarh Sahib. It is worth noting the allegation in the FIR is that he has been instrumental in kidnapping the second daughter of the informant for getting her married with his younger brother.",kidnapping
"his mother Manno and wife Shakuntala were present at house, his neighbour Amit, the appellant herein, took away his daughter Monika, aged 3 years, from his house on the pretext that he would give biscuits to her but neither his daughter nor the appellant returned and when at about 5.00 p.m. the appellant came back to his house, he inquired about the whereabouts of Monika, but the appellant did not reply and ran away. Crime No.90 of 2005 for the offence under Section 364, IPC, was registered. The appellant was apprehended on 20.03.2005 near the Pawli Khas Railway Station, Modipuram, P. S. Daurala in District Meerut and his shirt, which bore blood-stains on its right arm, was taken off from his person. On the statement of the appellant, the dead body of Monika kept in a plastic bag was recovered from the wheat field in the out skirts of village Palhara in the presence of Radhey Shyam and Iqbal Singh. A pair of green colour chappals, which were blood-stained, were also recovered from the corner of a room of the house of the appellant on the statement of the appellant in presence of Radhey Shayam and Iqbal Singh. The shirt of the appellant and the chappals, frock, underwear of Monika and a back thread were sent to the Forensic Science Laboratory 3 Uttar Pradesh, Agra, which confirmed presence of human blood and human sperms on some of these materials. After investigation, chargesheet was filed against the appellant under Sections 364, 376, 377, 302 and 201, IPC, and charges were accordingly framed by the learned Additional Sessions Judge, Court No.12, Meerut, and Sessions Trial No.449 of 2005 was conducted.",kidnapping
"I was thrown and my wife was forcibly kidnapped with intention to kill her. I, on my scooter in staggering condition, reached the house of my maternal parents.",kidnapping
"who is accused of kidnapping the
first
 2
petitioner (petitioner herein) is already married to
one Shahina Begum and is blessed with two children and
the second petitioner is not availble and since the
investigation is under progress whether the first
petitioner is major or minor is to be ascertained by
medical evidence, it has disposed of the writ petition.
Respondent no. 2 (second petitioner before High Court)
is present before us in the Court today. ",kidnapping
"The appellant stands convicted for the offences of
 kidnapping Pushpa Verma and thereafter murdering her and for
 destroying the evidence by throwing her body in a canal. He is
 sentenced to life imprisonment and payment of fine of
 Rs.10,000/- for the offence under Section 302 I.P.C. and to
 rigorous imprisonment for five years and payment of fine of
 Rs.5,000/- in default whereof to undergo further rigorous
 imprisonment for six months under Section 364 I.P.C. and to
 rigorous imprisonment for five years and payment of fine of
 Rs.5,000/-, in default whereof to undergo further rigorous
 imprisonment for six months under Section 201 I.P.C. All the
 sentences are to run concurrently. ",kidnapping
"Smt. Kaushalyabai lodged a report
to the Police alleging that the appellant, namely,
accused No. 1 had taken her husband with him and he had
not returned and she suspected the role of the
appellant. he High Court has affirmed the conviction
 of the appellant under Section 302 and other offences
 and set aside the death penalty and amended sentence of
 imprisonment for life for the offence of murder and
 confirmed the other sentences awarded. ",kidnapping
"The appellants were tried, convicted and
 sentenced to death for commission of offences punishable under
 Sections 302 and 364A of the Indian Penal Code, 1860.It is relevant that
 even before the aforesaid amendments, this Court in
 Henry’s case (supra) observed that death sentence could
 be awarded even in a case of kidnapping and murder
 based on circumstantial evidence.",kidnapping
"The charge against the petitioner was that the victim, a minor girl of four years was raped and battered to death by the petitioner. The petitioner allegedly lured the victim by giving her chocolates, kidnapped her and after satisfying his lust caused crushing injuries to her with the help of stones weighing about 8.5 kg and 7.5 kg.",kidnapping
the question of their alleged kidnapping and other offences mentioned in the complaint lodged by respondent no. 4 is wholly untenable and unsustainable in law.,kidnapping
"Chandan Kumar (PW8/9), cousin of the
 informant received information on his telephone No. 244103
 whereby the caller informed that Tej Pratap was in his
 custody. On 09.01.2006, another call was received on the said
 telephone No. by Babita Sinha (PW5/6), mother of Tej Pratap
 in which caller demanded Rs. 60 lakhs as ransom for releasing
 the victim.",kidnapping
"He was found guilty of committing the murder of a minor girl, aged about seven years and also of kidnapping and attempt to commit rape on her and for destruction of evidence relating to the crime.",kidnapping
Father Â of Â the Â owner Â of Â the Â Bike Â No. Â GJÂ-1Â-EDÂ-686 was Â also Â examined Â to Â prove Â that Â bike Â on Â which Â the Â boy wasÂ kidnappedÂ wasÂ stolenÂ onÂ 20.05.2010.,kidnapping
"It appears that the Police Station is only one furlong away from the said hotel of Phool Singh. It appears that in the report, being Ext. Ka-13, it has been alleged that the said kidnapping had been done with a view to kill Pooran Singh. The investigation took place in the matter and a case of Section 302 IPC was also added since the dead body of the said Pooran Singh was recovered on the subsequent day 3 from a well.",kidnapping
" under:
â¬ S If I am taken, I will identify the
house, in Chrompet, wherein we were
staying and the Muddichur Vermicelli
Factory, wherein we had detained M.K.
Balan and the cars which were used by us
for the kidnapping of Balan. .the accused persons bringing down the body of the deceased, which was 18 loaded in the van and taken out of the place. PW-10 was also informed by A-13 that the body of the deceased had been burnt in the Erukancheri cremation ground. PW-10 then left for Bangalore and stayed there till he was informed by his wife on 18.03.2002 that A-5 was arrested by CBCID police in connection with the murder of the deceased.",kidnapping
"Shri Ravi Varshney, Advocate, had gone from Dehradoon to Lucknow by train along with one contractor named Anoop Samant and thereafter the family members of Ravi Varshney were receiving calls for ransom amount and it has also been stated that Ravi Varshney was abducted at Lucknow for ransom money. Thereafter, the investigation was taken up and the statement of Surendra Chandra Varshney, father of Ravi Varshney was recorded and in that statement it was alleged that the calls were received from the abductors atNainital for the ransom money. It is alleged that thereafter two bodies one that of Anoop Samant and other that of Ravi Varshney were recovered from the factory of the accused under the Kotwali Police Station in District Unnao. The dead bodies were seized and panchnama was prepared at Unnao, U.P. Then an application was filed that the Nainital Court has no jurisdiction to frame the charges as the offence has been committed in the State of Uttar Pradesh and, therefore, the State of Uttaranchal has no territorial jurisdiction.",kidnapping
"The accused formed an unlawful assembly and conspired together along with the absconding accused Sharifkhan, Resulkhan, Aminkhan Mojkhan and Imtiyaz and launched an attack on the deceased Hansraj Shivgopal Trivedi and other persons who were with him. In pursuance of the same, nine persons were killed and three persons were injured by indiscriminate firing resorted to by the appellants/accused with revolvers and automatic guns.",kidnapping
"Trambak and all his family members as well as the guest Bharat More were chitchatting after dinner and at about 10.30 p.m. seven to eight unknown persons entered his hut and all of them were wearing banyan and half pant and they started threatening the family members. Theydemanded money as well as ornaments and Trambak took out Rs.3000/from his pocket and handed over to one of them. Some of the gang members forcibly took away the mangalsutra as well as ear-tops and dorley from the person of Vimalabai, ear-tops from the person of Savita and silver rings which were around her feet. From the person of Manoj, they removed a silver chain and a wrist watch. Thereafter they went out of the hut and consumed liquor. After some time they re-entered the hut with weapons like knife, axe handle, sickle, spade with handle and yokpin etc., to rob the house members and collect more money and ornaments etc. They started beating the family members and Trambak was the first person who received assault. Sandeep and other members of the family told the dacoits to take away whatever they could collect from the house, but no family members should be assaulted. At this stage Sandeep was assaulted and so also Shrikant @ Bhurya, Bharat and Manoj. The dacoits did not spare Vimalabai as well. They tied hands and legs of all the family members except Manoj and Vimalabai. As a result of assault Manoj, Trambak, Sandeep, Shrikant and Bharat became unconscious. Three of the dacoits dragged Savita out of the hut and took her to the guava garden. Two of the dacoits then picked up Vimalabai and dragged her towards the well. One of them raped her near the well and then she was taken to the guava garden where Savita was taken. Vimalabai was assaulted and brought back to the hut. After some time, the three dacoits brought Savita back in naked condition and with injuries on her body. When the dacoits had entered the hut at about 10.30 p.m. the light bulb in the hut was burning and TV was on. The dacoits increased the volume of the tape recorder and after they dropped Savita in the hut, they put on shoes and started walking on the persons lying injured and they thought that all of them were dead. Vimalabai (PW 8) lost her consciousness around 12 O'Clock in the night and till then the dacoits were present in the hut and they left the hut under the belief that all of the victims were dead. However, Manoj (PW1) and his mother Vimalabai (PW 8) survived. They are the eye witnesses to the prosecution case. On the basis of information given, investigation was undertaken.",kidnapping
"""From the perusal of the FIR it appears that on the basis of allegation made therein prima facie cognizable offence is made out. There is no ground for interfering in the FIR, therefore, the prayer for quashing the impugned FIR is refused. However, considering the submissions made by learned counsel for the petitioners that the alleged kidnapped girl Km.Gaurav Vashistha who is a major has performed marriage with petitioner No.1 and she is having in his company as his house wife with her free will and consent. Taking into account the aforesaid submission, it is directed that petitioners shall produce the alleged kidnapped girl Km.Gaurav in the Court of Chief Judicial Magistrate Ghaziabad within 20 days from today, till then the coercive action shall be taken against the petitioners. In case the aforementioned girl is produced in the court of Chief Judicial Magistrate, she shall be handed over to the respondent no.4 in presence of officer Incharge of Police Station Lisadi Gate District Ghaziabad. After handing over her custody to her parents, her statement shall be recorded after fifteen days thereafter. Thereafter she shall be medically examined by the C.M.O. concerned to determine her age, then she shall be interrogated by the IO and her statement shall be recorded under Section 161 Cr.P.C. If thereafter, the I.O. moves an application before Learned Magistrate concerned to record her statement under Section 164 Cr.P.C. her statement shall be recorded under Section 164 Cr.P.C. If she is found major and does not support the FIR version, the petitioner shall not be arrested till submission of the police report under Section 173(2) Cr.P.C. but the petitioners shall cooperate with the investigation. However, the issue of custody of alleged kidnapped girl shall be decided by the court concerned independently.",kidnapping
"Four persons in all Parwati Devi, Prabhunath Sah, Baij Nath Sah, the appellant herein, and one SurajdeoMisssir were brought to trial for an offence under Sec.366A of the Indian Penal Code for having kidnapped Suman Kumari the minor daughter of Arjun Prasad on 24th June, 1984 from her home. The fourth accused i.e. Surajdeo Missir died during the course of the trial. The Trial Court by its judgment dated 5th September, 1991, convicted the accused for the aforesaid offence and sentenced them to five years rigorous imprisonment. An appeal was thereafter taken to the Patna High Court and the learned single Judge altered the conviction from one under Sec.366-A to Sec.363 of the IPC, released Parvati Devi on the basis of the sentence already undergone and reduced the sentence of the appellants Baij Nath Sah and Prabhunath Sah, to one year’s R.I.",kidnapping
"The petitioner herein is an accused no.2 in a case regist ered by P.S.Phulwari Sharif (Parsa Bazar). The case is registered on the basis of a complaint filed by Satyendra Singh, the father of the girl by name Juhi Devi @ Juhi Kumari alleging that she was forcibly taken from the lawful custody of the complainant and the petitioner herein had helped Kamlesh Prasad Yadav for commission of the crime. There is also a forcible contention raised by the petitioner that the girl Juhi Devi allegedly taken by the 1s t accused was a major at the time of alleged kidnapping. The matter had come before this Court when the question of the custody of the girl was considered by this Court. The girl was then in custody of Nari Niketan and this Court directed that she be released from Nari Niketan as she was found to be major. She had also produced sufficient documentsto prove that she was a major at that time.",kidnapping
"In these cases, the respondent has been accused of the kidnapping and murder of three government employees in the State of Manipur. It would be useful to provide an overview of the fact-situation leading up to the present litigation. On 13-22009, Dr. Thingnam Kishan Singh (S.D.O., Kasom Khullen, Distt. Ukhrul) along with five staff members was abducted by militants while on their way from Ukhrul to Kasom Khullen. On 14-2-2009, three of the abducted persons, namely Sh. Ram Singh Siro, Sh. Ramthing Singlai and Sh. Kapangkhui Jajo were released. Following this, a case bearing FIR No. 8(2)/2009 was registered under Sections 365, 368 and 34 of the IPC at the Ukhrul Police Station in respect of the missing persons. However, on 17-2-2009, dead bodies of Dr. Thingnam Kishan Singh, Sh. Y. Token Singh and Sh. A. RajenSharma were recovered from the bank of river Taphao Kuki in the proximity of National Highway-39 in Senapati District, Manipur. In light of the discovery of the dead bodies, a case bearing FIR No. 3(2)/2009 was registered under Sections 302 and 400 of the IPC at the Senapati Police Station. These killings had provoked an outcry in the State of Manipur and 2 protests were held by several groups.",kidnapping
"According to the prosecution the deceased-Sachin Kumar is the son of the appellant; Urmila Singh P.W.-2 being his wife. Appellant, however, denies and disputes the same. We may at the outset notice that on a charge of kidnapping of Sachin Kumar, the appellant along with one Ram Chander were prosecuted for commission of an offence under Section 363/120 (B)I.P.C. In the said proceeding Sachin Kumar was examined by the Magistrate under Section 164 of the Code of Criminal Procedure.",kidnapping
"The dispute is between very close and intimate family members. Deceased Gurcharan Singh was the brother of Bakhtawar Singh and uncle of Darshan Singh. He was the father of Gurdish Singh, PW7, the informant. The agriculture fields of both brothers, Gurcharan Singh and Bakhtawar Singh weresituated adjoining to each other. According to the prosecution, on 15.7.1991 at about 8 a.m. Gurdish Singh, PW7 and his father, Gurcharan Singh were irrigating their aforesaid fields and were also mending its ridges and at that time Gurdev Singh, PW8 and Ajit Singh were also present there. In the meantime, Darshan Singh and Bakhtawar Singh came there from the side of their fields raising lalkaras and abused the complainant party. Darshan Singh, accused was armed with D.B.B.L. gun and his father Bakhtawar Singh was carrying a Gandasa and they were saying that they would teach a lesson to the complainant party for cutting the ridges. According to the further story of the prosecution, Bakhtawar Singh gave a Gandasa blow causing injuries on the chest of Gurcharan Singh. Gurcharan Singh was also having a Gandasa with him and in order to save himself he also caused injury on the head of Bakhtawar Singh. Thereafter, Darshan Singh fired two shots from his licensed gun which hit Gurcharan Singh in the chest and some of the pellets hit Gurdish Singh PW7 on his left upper arm and Gurdev Singh, PW8 on his left thigh. Gurcharan Singh fell down and died at the spot. Gurdish Singh and others retraced their steps in order to save themselves. Both the accused in order to save themselves ran towards their respective houses. Gurdish Singh, PW7 left the dead body of Gurcharan Singh and proceeded to the police station to lodge a report. Gurdev Singh PW8 also accompanied him. They met Om Prakash, ASI at about 9 a.m. at Barnala crossing where Gurdish Singh PW7 gave his statement.",kidnapping
