text,label,cleanData
"Yasmeen aged about five years daughter of his elder brother Nayeem Ahmad while playing near the house of Nayeem Ahmad had disappeared at about 5.00 p.m. in the evening of February 5, 1998 for which Nayeem Ahmad had lodged a missing report at the Police Station, but at about 6.00 a.m. on February 8, 1998, The post mortem examination was carried out on February 8, 1998. The examination revealed that the deceased was subjected to rape and thereafter strangulated",sexual offense,yasmeen aged five year daughter elder brother nayeem ahmad playing near house nayeem ahmad disappeared p evening february nayeem ahmad lodged missing report police station february post mortem examination carried february examination revealed deceased subjected rape thereafter strangulated
"At about 8:00p.m., on the 15th September, 1997, the accused-appellants Md. Mizazul Haq and Abbas Ahmad Choudhury and one Ranju Das (absconder) took up the prosecutrix and drove her in a Maruti vehicle to the Jalalpur Tea Estate after gagging her mouth. She was also raped by the three of them whereas the absconder also removed a sum of Rs. 40/- from her.",sexual offense,september accused appellant md mizazul haq abbas ahmad choudhury one ranju da absconder took prosecutrix drove maruti vehicle jalalpur tea estate gagging mouth also raped three whereas absconder also removed sum r
"At about 4.00 P.M. on 8th July, 1987 the prosecutrix (PW-1) was alone in her house situated in Village Magrohar, Police Station Rampur Naiken. The appellant, who was known to her, entered the house and after having inflicted three tangi blows on her head and hands, raped her. The prosecutrix also, in defence, snatched the tangi from the appellant and caused several injuries on his head while he was leaving the room. As a result of the injuries suffered, both became unconscious.",sexual offense,p july prosecutrix pw alone house situated village magrohar police station rampur naiken appellant known entered house inflicted three tangi blow head hand raped prosecutrix also defence snatched tangi appellant caused several injury head leaving room result injury suffered became unconscious
"She started working in the field of Raghunath. Babli sat on the edge nearby and her husband started working in the adjacent field. At about 11.00 a.m. all the three appellants came out of the field of Raghunath. Accused Bale sat near Babli so that she could not move whereas accused Kala overpowered Saroj (PW2) and she fell down. Accused Kala caught hold of her hands and Kuldeep forcibly removed her garments. He also gagged her mouth with his hand and raped her. After Kuldeep, Kala raped her while Kuldeep caught hold of her hands and gagged her mouth with his hand. Thereafter, Kuldeep went and sat near Babli and Bale came and raped her. The victim could raise hue and cry only after commission of the offence of gang rape. When her husband and niece came she was not in a good and stable condition and she simply told them that she was beaten by the some persons.",sexual offense,started working field raghunath babli sat edge nearby husband started working adjacent field three appellant came field raghunath accused bale sat near babli could not move whereas accused kala overpowered saroj fell accused kala caught hold hand kuldeep forcibly removed garment also gagged mouth hand raped kuldeep kala raped kuldeep caught hold hand gagged mouth hand thereafter kuldeep went sat near babli bale came raped victim could raise hue cry commission offence gang rape husband niece came not good stable condition simply told beaten person
"It is further alleged that the said girl Usha was then raped by the respondent No. 2-accused and thereafter, the girl was handed over to another accused Shiv Dayal who also raped her. It has also come in the statement of the prosecutrix recorded under Section 164 Cr.P.C. that both the accused i.e. respondent No.2 and Shiv Dayal raped her from time to time and she was made to move from one place to another for more than two months.",sexual offense,alleged said girl usha raped respondent accused thereafter girl handed another accused shiv dayal also raped also come statement prosecutrix recorded section cr p c accused e respondent shiv dayal raped time time made move one place another two month
"the prosecutrix was returning to her home in village Nasira at about 6:00p.m., about 7 months before the lodging of the First Information Report when the appellant who was standing nearby caught hold of her, gagged her mouth, took her forcibly into his room and on CRL.A. 252 of 2004 3 the point of a dagger, committed rape on her. She was also confined to the room for about three hours and when she came out at about 10:00p.m. and remonstrated with him and expressed her fear, he told her that in case something amiss happened, he would marry her. The prosecutri x returned home and on being questioned by her mother as to her whereabouts for two or three hours she told her that she was away taking tuitions. As per her case, the rape was repeated after 2-3 days at about 6:00p.m. and again a couple of days later at the same time, but over taken by fear on the threats held out to her the prosecutrix did not inform anybody as to what had transpired.",sexual offense,prosecutrix returning home village nasira month lodging first information report appellant standing nearby caught hold gagged mouth took forcibly room crl point dagger committed rape also confined room three hour came remonstrated expressed fear told case something amiss happened would marry prosecutri x returned home questioned mother whereabouts two three hour told away taking tuition per case rape repeated day couple day later time taken fear threat held prosecutrix not inform anybody transpired
"the prosecutrix had gone out to the fields for relieving herself. There she was accosted by the appellant. Seeing him take off his pants, the prosecutrix tried to run away but the appellant caught hold of her and pulled her down to the ground. The prosecutrix freed herself by biting on the appellant’s hand and ran towards her house. The appellant chased her and again caught hold of her. He pulled her down and grabbed her breasts and attempted to commit rape on her. She resisted him and in their struggle some mustard crops grown in the field were also damaged. On alarm raised by the prosecutrix, her mother and uncle came to the spot and on seeing them, the appellant ran away threatening the prosecutrix that he would kill her in case she went to the police.",sexual offense,prosecutrix gone field relieving accosted appellant seeing take pant prosecutrix tried run away appellant caught hold pulled ground prosecutrix freed biting appellant hand ran towards house appellant chased caught hold pulled grabbed breast attempted commit rape resisted struggle mustard crop grown field also damaged alarm raised prosecutrix mother uncle came spot seeing appellant ran away threatening prosecutrix would kill case went police
"the accused advised her to bring the question paper to his house. Tukaram, P.W. 2, P.W.1’s father told her to go along with her younger brother Kapil, P.W. 3. The two, accordingly, went to the house of the accused which was near the school. They found that the accused was sitting outside his house and he directed them to go towards the school and told Kapil, to go out and bring some snacks from the shop of Naitam. Kapil, accordingly, left for the shop whereafter the accused held the hand of the prosecutrix Crl.A. 251 of 2006 RE PORTABLE 3 and pushed her towards the verandah of the school and raped her. The shouts of alarm raised by th e prosecutrix could not heard by any one on account of the operating loud speakers all around as it was the day of the Sharda Devi festival. The prosecutrix thereafter returned home and disclosed what h ad happened to her parents.",sexual offense,accused advised bring question paper house tukaram p w p w father told go along younger brother kapil p w two accordingly went house accused near school found accused sitting outside house directed go towards school told kapil go bring snack shop naitam kapil accordingly left shop whereafter accused held hand prosecutrix crl portable pushed towards verandah school raped shout alarm raised th e prosecutrix could not heard one account operating loud speaker around day sharda devi festival prosecutrix thereafter returned home disclosed h ad happened parent
"the prosecutrix, the daughter in law of Santu, was sleeping in her in laws’ house along with her daughter and other family members. Her husband was however away to the Punjab in connection with his employment. On an alarm raised by the prosecutrix all those at home woke up and saw that the appellant was committing rape on the prosecutrix. The appellant was accordingly apprehended on the spot with the help of a police party which was passing close by. It was also noticed that the prosecutrix was bleeding from her private parts. The appellant was accordingly brought to the police station where a report was lodged.",sexual offense,prosecutrix daughter law santu sleeping law house along daughter family member husband however away punjab connection employment alarm raised prosecutrix home woke saw appellant committing rape prosecutrix appellant accordingly apprehended spot help police party passing close also noticed prosecutrix bleeding private part appellant accordingly brought police station report lodged
"the prosecutrix (PW.1) had gone to relieve herself and as she was returning home, she was waylaid by the appellants who carried her to a nearby field and thereafter raped her and while leaving threatened her with dire consequences if she revealed what had happened to anyone. She however returned home and told her parents about the rape.",sexual offense,prosecutrix pw gone relieve returning home waylaid appellant carried nearby field thereafter raped leaving threatened dire consequence revealed happened anyone however returned home told parent rape
"As per the prosecution, accused Zindar Ali SK was trying to marry with prosecuterix Chandmoni Khatoon with the help of Naki Mollick. Prosecuterix was working as a weaver and on the day of incident, when she was returning from her work, the accused caught her, taking advantage of the dark and committed rape on her. The prosecution further alleged that Naki Mollick abetted the commission of the offence and both the accused persons threatened to kill her. The accused committed rape on the prosecuterix several times forcibly and had also falsely assured to marry her. However, the accused refused to marry th e complainant",sexual offense,per prosecution accused zindar ali sk trying marry prosecuterix chandmoni khatoon help naki mollick prosecuterix working weaver day incident returning work accused caught taking advantage dark committed rape prosecution alleged naki mollick abetted commission offence accused person threatened kill accused committed rape prosecuterix several time forcibly also falsely assured marry however accused refused marry th e complainant
"The prosecutrix again left home at 12 noon to go to the river for a bath and after having a bath as she was returning home at about 2.00 p.m., she came across Lakhu Manjhi, the appellant herein, who scolded her and threatened that she would pay for having insulted his sister. He thereafter caught her by the neck and dragged her to a nearby forest and raped her. He also threatened her with dire consequences should she reveal the story to anyone. The prosecutrix raised an alarm but as there was no one closeby, none came to rescue her.",sexual offense,prosecutrix left home noon go river bath bath returning home p came across lakhu manjhi appellant herein scolded threatened would pay insulted sister thereafter caught neck dragged nearby forest raped also threatened dire consequence reveal story anyone prosecutrix raised alarm one closeby none came rescue
"The prosecutrix, aged about 20 years on the date of the incident, and a married woman, left for the fields as about 9.30 a.m. on 21st June, 1984 to deliver lunch to her brother-in-law who was working in the field. While passing by she saw the appellant sitting on the road side. He tried to talk to her but when she told him to get away he caught her from the rear, pushed her down on the ground and thereafter raped her, despite her attempts at resistance during which her bangles had been broken and she also received cut injuries on that account. The incident was also witnessed by Madan Lal-her brother-in-law. The prosecutrix was also subjected to a medical examination on -2- the 23rd June, 1984 and the Doctor rendered her opinion that there were no signs of violence on her private parts, no oedema, and swelling, no scratches, no marks of semen or hair on her private parts or on her body.",sexual offense,prosecutrix aged year date incident married woman left field june deliver lunch brother law working field passing saw appellant sitting road side tried talk told get away caught rear pushed ground thereafter raped despite attempt resistance bangle broken also received cut injury account incident also witnessed madan lal brother law prosecutrix also subjected medical examination june doctor rendered opinion sign violence private part oedema swelling scratch mark semen hair private part body
"a Nursing student of 17 years and 8 months of School of Medical Education at Gandhi Nagar, Kottayam was stopped at the second floor of the Institution by six senior students and ragged her. Later, she was forced to enter into Histopathology Lab in the same floor and raped by first and second accused. Others also molested her and threatened that if the same is revealed, acid would be thrown on her face. The victim was taken to Parvathi Hospital as she was vomitting and feeling giddiness. The Doctor found that this may be due to tension.",sexual offense,nursing student year month school medical education gandhi nagar kottayam stopped second floor institution six senior student ragged later forced enter histopathology lab floor raped first second accused others also molested threatened revealed acid would thrown face victim taken parvathi hospital vomitting feeling giddiness doctor found may due tension
"The prosecution story as given by PW-1 and PW-2 is that as they were enroute to their house at about 7 P.M. on the 11.6.1996 after having visited the market and had reached the canal situated between village Khanpur and Rajapur, the accused persons who were waiting for their arrival had caught hold of them, whereafter the first accused has assaulted PW-1 and then dragged PW-2 towards the canal and all the accused had then gangraped her. It is also the case of the prosecution that PW-1 and PW-2 had gone to the police station but the police did not entertain the complaint.",sexual offense,prosecution story given pw pw enroute house p visited market reached canal situated village khanpur rajapur accused person waiting arrival caught hold whereafter first accused assaulted pw dragged pw towards canal accused gangraped also case prosecution pw pw gone police station police not entertain complaint
he was travelling in the intervening night of 23.6.2003 and 24.6.2003 alongwith his wife in an auto rickshaw to reach his village. Two other persons were accompanying them in the auto rickshaw. The auto rickshaw was taken few kilometers away from the main road and the accompanying two persons committed rape upon appellant’s wife. As the appellant himself tried to rescue his wife he also suffered a large number of injuries. He also told the Police that he would be in a position to identify the real culprits if they come before him.,sexual offense,travelling intervening night alongwith wife auto rickshaw reach village two person accompanying auto rickshaw auto rickshaw taken kilometer away main road accompanying two person committed rape upon appellant wife appellant tried rescue wife also suffered large number injury also told police would position identify real culprit come
The appellants are policemen who wrongfully confined one Nandagopal in police custody in Police Station Annamalai Nagar on suspicion of theft from 30.5.1992 till 2.6.1992 and also gang raped his wife Padmini in a barbaric manner. The accused also confined several other persons (who were witnesses) and beat them in the police station with lathis.,sexual offense,appellant policeman wrongfully confined one nandagopal police custody police station annamalai nagar suspicion theft till also gang raped wife padmini barbaric manner accused also confined several person witness beat police station lathi
"After finishing the drinks, Trilok Singh and Basant Ballabh slept on one cot, while Khemanand and the prosecutrix took separate cots. After sometimes, accused Khemanand went upto the cot of the prosecutrix and tried to molest her. The prosecutrix resisted his attempts and complained against accused Khemanand to Basant Ballabh. Accused Basant Ballabh instead of helping her, asked her to fulfill the desire of the accused Khemanand. Accused Khemanand subjected the prosecutrix to sexual intercourse forcibly. On 9.2.1985 the prosecutrix was taken to village Tikri where distantly related sister of Trilok Singh was residing so that they may not be apprehended by the police. Accused Triok Singh and Basant Ballabh went outside the village",sexual offense,finishing drink trilok singh basant ballabh slept one cot khemanand prosecutrix took separate cot sometimes accused khemanand went upto cot prosecutrix tried molest prosecutrix resisted attempt complained accused khemanand basant ballabh accused basant ballabh instead helping asked fulfill desire accused khemanand accused khemanand subjected prosecutrix sexual intercourse forcibly prosecutrix taken village tikri distantly related sister trilok singh residing may not apprehended police accused triok singh basant ballabh went outside village
"When the prosecutrix was in a sad and remorseful mood, the accused Basant Ballabh who was known to the prosecutrix came over there and inquired from her the reason for her remorse. The accused Basant Ballabh started to console her by saying that her mother was admonishing her everyday and suggested that they should run away and marry at Purnagiri temple. The accused, Basant Ballabh also told her that his maternal uncle has a factory where he would get an employment and earn money and live comfortably. The accused Basant Ballabh took the prosecutrix to his room where they stayed throughout the night. The accused Basant Ballabh promised her to marry on the next day in Purnagiri Temple.",sexual offense,prosecutrix sad remorseful mood accused basant ballabh known prosecutrix came inquired reason remorse accused basant ballabh started console saying mother admonishing everyday suggested run away marry purnagiri temple accused basant ballabh also told maternal uncle factory would get employment earn money live comfortably accused basant ballabh took prosecutrix room stayed throughout night accused basant ballabh promised marry next day purnagiri temple
"While on the way, they met four of the accused Pyaru, Nandoo, Rajoo and Pentoo, who addressed the prosecutrix as a prostitute and then asked her to go with them to a hotel some distance away. The prosecutrix, however, refused to accept this order on which Nandoo and Pyaru put a towel on her face and after slapping her several times, made her sit on a scooter with Nandoo in front and Pyaru at the rear and the prosecuritx in the middle. The two accused then took the prosecutrix near the newly constructed quarters where the 2 other accused were already present. It is the case of the prosecution that all the accused, first Nandoo, and thereafter the others turn by turn committed rape on her, and after having satisfied their lust, she was dropped by some of them near the peepal tree in the bazaar.",sexual offense,way met four accused pyaru nandoo rajoo pentoo addressed prosecutrix prostitute asked go hotel distance away prosecutrix however refused accept order nandoo pyaru put towel face slapping several time made sit scooter nandoo front pyaru rear prosecuritx middle two accused took prosecutrix near newly constructed quarter accused already present case prosecution accused first nandoo thereafter others turn turn committed rape satisfied lust dropped near peepal tree bazaar
"On this P W- 1 started returning to her house at about 9.00 p.m., but suddenly the electricity supply went off and in the darkness, according to the prosecution, P W- 1 was physically lifted by two unknown persons who tied a towel around her mouth preventing her from raising any alarm. It was alleged that the said two unknown persons took her to a nearby land and entrusted her to the appellant-accused. The appellant laid her on the ground and forcibly committed sexual intercourse. As a result thereof, she became unconscious. She was allegedly thrown near her house in the early hours at about 2.00 a.m. on 12.10.1995. P W - 2 Annappa Siddappa Vaddarale, father and P W- 3 Bayabai, mother of the prosecutrix noticed her lying on the ground in front of their house in unconscious state of mind.",sexual offense,p w started returning house p suddenly electricity supply went darkness according prosecution p w physically lifted two unknown person tied towel around mouth preventing raising alarm alleged said two unknown person took nearby land entrusted appellant accused appellant laid ground forcibly committed sexual intercourse result thereof became unconscious allegedly thrown near house early hour p w annappa siddappa vaddarale father p w bayabai mother prosecutrix noticed lying ground front house unconscious state mind
"On 1.1 0 . 2 0 0 1 at about 5.3 0 pm while U. Vijayala k s h m i - PW.1 was returning from the fields to the village and when she reached the fields of Viswan ath a Reddy along with her cattle, the accused who was hiding in the bushes, gagged her mouth with his towel and tied her hands with his lungi, pushed her to the ground, lifted her petty coat and forcibly committed rape on her. When P W . 1 struggled to escape, the accused pinched on her face with nails and caused scratches. Then, the accused untied the hands of the victim- P W . 1 , threatened to kill her and her family members if she informs the incident to her parents.",sexual offense,pm u vijayala k h pw returning field village reached field viswan ath reddy along cattle accused hiding bush gagged mouth towel tied hand lungi pushed ground lifted petty coat forcibly committed rape p w struggled escape accused pinched face nail caused scratch accused untied hand victim p w threatened kill family member informs incident parent
"Both the sisters sat by his side. It was raining at that time. After some time, leaving the main road, the appellant moved the auto towards a kutcha road. Both the victims asked them as to where the auto was being taken. By that time, the accused stopped the auto at a lonely place and pulled both the victims out of the auto and after covering their mouth with hands, threatened to kill them if they gave rise to any shouting. Thereafter, both th e victims were made to lie on the ground and their clothes wer e removed. Santhosh Moolya, A-1 raped the elder sister an d Surendra Gowda, A-2 raped the younger sister. While leaving the place, both the accused threatened the victims not to inform any one about the incident and also allow them to do the similar act in future failing which they would be killed. After sometime, the victims managed to get up and put on their clothes and walked towards their house",sexual offense,sister sat side raining time time leaving main road appellant moved auto towards kutcha road victim asked auto taken time accused stopped auto lonely place pulled victim auto covering mouth hand threatened kill gave rise shouting thereafter th e victim made lie ground clothes wer e removed santhosh moolya raped elder sister surendra gowda raped younger sister leaving place accused threatened victim not inform one incident also allow similar act future failing would killed sometime victim managed get put clothes walked towards house
"Rajinder Singh had gone on a cycle and settled in a field at some distance from the field where Rajinder Kaur, the prosecutrix, had reached to cut/collect the grass. The appellant, Satpal Singh, caught hold of her and out of fear, the sickle in her hand fell down. The appellant took her to the nearby wheat field and raped her. She raised an alarm and upon hearing the same, her brother, Rajinder Singh (PW 16), came running to the place of occurrence. But by then, the appellant escaped from the scene.",sexual offense,rajinder singh gone cycle settled field distance field rajinder kaur prosecutrix reached cut collect grass appellant satpal singh caught hold fear sickle hand fell appellant took nearby wheat field raped raised alarm upon hearing brother rajinder singh pw came running place occurrence appellant escaped scene
"at about 8.00 a.m., she went to the fields to bring fodder. When she reached near the fields of one Nihala, the appellant came near her and forcibly lifted her. She raised an alarm but the appellant gagged her mouth and started sexually assaulting her. After hearing the voice of her aunt, the appellant left her and ran away.",sexual offense,went field bring fodder reached near field one nihala appellant came near forcibly lifted raised alarm appellant gagged mouth started sexually assaulting hearing voice aunt appellant left ran away
"The prosecution case stated briefly is that the victim (PW1) who is aged about 19 to 20 years was forcibly abducted by the appellant and another accused in an autorickshaw on 19th of Febru ary, 1989 from Timmenhalli Road leading to Vijay Nagar bus stand at about 6.20 p.m. when she w as going with a cousin of her and she was taken to a house and raped by the two accused person s. The incident of abduction was reported to her sister (PW2) by the cousin based on which PW 2 approached the Vijay Nagar police station on 19th February, 1989 and lodged a complaint of a bduction at about 9.45 P.M.",sexual offense,prosecution case stated briefly victim aged year forcibly abducted appellant another accused autorickshaw febru ary timmenhalli road leading vijay nagar bus stand p w going cousin taken house raped two accused person incident abduction reported sister cousin based pw approached vijay nagar police station february lodged complaint bduction p
"after completing the work in the house of the appellant, she was to return to her house. The appellant accompanied her on the ground that he would escort her to her house. On the way, he dragged her to a nearby paddy field and committed rape on her. The appellant gagged the mouth of the prosecutrix by putting handkerchief but somehow she managed to remove the same and raised hue and cry. Thereupon, the villagers, including her brother Jakir, arrived at the place of the occurrence and the accused fled away.",sexual offense,completing work house appellant return house appellant accompanied ground would escort house way dragged nearby paddy field committed rape appellant gagged mouth prosecutrix putting handkerchief somehow managed remove raised hue cry thereupon villager including brother jakir arrived place occurrence accused fled away
"after some time went at the residence of PW-1 and enquired about whereabouts of Jyoti. It is alleged that accused stated that he did not know anything about Jyoti and he had not taken her alongwith him for visiting cinema. Thereafter, PW-1 and other family members and residents of the locality started searching Jyoti. As Jyoti was not found, report was lodged at the police station. Subsequently dead body of the deceased was noticed by PW-13 Sanjay Dube who was also neighbour of PW-1. The dead body was found lying in the bushes standing across the railway line. He noticed that underwear of the deceased was lying near the dead body and that there were ...3. .PA - 3 - blood stains and tooth mark on her cheek. He thereafter informed at the police station. On the basis of the said information investigating officer carried out necessary investigation.",sexual offense,time went residence pw enquired whereabouts jyoti alleged accused stated not know anything jyoti not taken alongwith visiting cinema thereafter pw family member resident locality started searching jyoti jyoti not found report lodged police station subsequently dead body deceased noticed pw sanjay dube also neighbour pw dead body found lying bush standing across railway line noticed underwear deceased lying near dead body pa blood stain tooth mark cheek thereafter informed police station basis said information investigating officer carried necessary investigation
"when she went with a pitcher to fetch water from the well of one Maha dev, all the accused not only caught hold of and over-powered her also by threatening her wi th a knife, but committed rape, successively.",sexual offense,went pitcher fetch water well one maha dev accused not caught hold powered also threatening wi th knife committed rape successively
"that his daughter Sandhya aged about 13 1/2 years was called from the school by the accused through her friend named Neetu in the afternoon. Neetu told Sandhya that Bhanwroo was in the Bolero vehicle near the bus stand. Sandhya left the school after taking permission from the school authorities. She then noticed the Bolero vehicle on Tiwri Road, but she did not find Neetu and when she enquired about Neetu, the accused misguided her and told her that Neetu had got down to go to the toilet after which she was made to sit in the vehicle which was forcibly driven towards Tiwri and after a distance of 3-4 Km., a person named Subhash Bishnoi was also made to sit in the vehicle. The vehicle was then taken to a lonely place off the road where heinous physical assault of rape was committed on her by Vijay Kumar and Subhash Bishnoi. Since the victim resisted and opposed, she was beaten as a result of which she sustained injuries on her thigh, hand and back. She was then taken towards the village Chandaliya and she was again subjected to rape.",sexual offense,daughter sandhya aged year called school accused friend named neetu afternoon neetu told sandhya bhanwroo bolero vehicle near bus stand sandhya left school taking permission school authority noticed bolero vehicle tiwri road not find neetu enquired neetu accused misguided told neetu got go toilet made sit vehicle forcibly driven towards tiwri distance km person named subhash bishnoi also made sit vehicle vehicle taken lonely place road heinous physical assault rape committed vijay kumar subhash bishnoi since victim resisted opposed beaten result sustained injury thigh hand back taken towards village chandaliya subjected rape
"On 6.11.1995, Nasima Begum (PW.1), aged about 16 years filed a complaint alleging that on that day while she was going to attend her tuition alongwith her friend Nilufa Khatun, she met the appellant on the way who suddenly came and forcibly caught hold of her hair and planted a kiss, resultantly, she suffered a cut over her lower lip and started bleeding.",sexual offense,nasima begum pw aged year filed complaint alleging day going attend tuition alongwith friend nilufa khatun met appellant way suddenly came forcibly caught hold hair planted kiss resultantly suffered cut lower lip started bleeding
"The prosecutrix, aged about 19 years was married and had an infant daughter at the time of the incident. On 16.01.1992, at 5:00 P.M., the accused persons, Aslam and Galli, upon finding the prosecutrix (PW-1) working alone in her field, had gagged her and committed rape on her in turns. After the accused persons had left, the prosecutrix returned home crying",sexual offense,prosecutrix aged year married infant daughter time incident p accused person aslam galli upon finding prosecutrix pw working alone field gagged committed rape turn accused person left prosecutrix returned home cry
"Suresh went into the room, he saw his mother lying flat on the ground with blood on the floor. She was tied with a saree at one end, and the other end was tied with the window. As the deceased did not respond to call of her son Suresh, he went to the neighbour CW-7 Kusuma Shetty, and told her as to what he had seen. Kusuma Shetty called CW-6 Geetha Hegde and PW-8 Lalitha Jaya and all the three saw through window that Jayashri was lying on the ground. The police personnel saw Jayashri lying dead on the floor with genitals exposed and blood oozing from her vagina.",sexual offense,suresh went room saw mother lying flat ground blood floor tied saree one end end tied window deceased not respond call son suresh went neighbour cw kusuma shetty told seen kusuma shetty called cw geetha hegde pw lalitha jaya three saw window jayashri lying ground police personnel saw jayashri lying dead floor genitals exposed blood oozing vagina
"When the appellant rang 2 the door bell and the deceased enquired, the appellant told him that he has left his iron bowl used for masonry work and wanted to take it back. Though the deceased told him that he could take it back after his father’s return, the Prosecutrix intervened and said that he had been working in their house as mason and hence by so saying, she opened the door. The appellant was carrying an aruval which is a sharp edged curved weapon in his waist. The appellant upon entry, bolted the door immediately. When Manikandan, P.W.-1 Prosecutrix and P.W.-2 Sangeetha screamed, the appellant took his aruval from his waist and threatened the inmates not to shout by keeping the aruval on the neck of the deceased. He then gagged and tied the hands of P.W.-2 Sangeetha and Manikandan and confined them to the pooja room by tying them to the window with a saree. The appellant raised the volume of television and then went to the bedroom where P.W.-1 Prosecutrix was hiding. He pulled the mattress from the cot to the ground and tied her hands and legs and gagged her. He then removed her clothes and raped her. 5. By this time, the deceased managed to loosen the knot and came to the bedroom and saw the appellant committing 3 rape on the Prosecutrix. He ran to the hall to make a call. On seeing this, the appellant angrily dragged Manikandan to the toilet and cut his neck with aruval, ultimately causing his death.",sexual offense,appellant rang door bell deceased enquired appellant told left iron bowl used masonry work wanted take back though deceased told could take back father return prosecutrix intervened said working house mason hence saying opened door appellant carrying aruval sharp edged curved weapon waist appellant upon entry bolted door immediately manikandan p w prosecutrix p w sangeetha screamed appellant took aruval waist threatened inmate not shout keeping aruval neck deceased gagged tied hand p w sangeetha manikandan confined pooja room tying window saree appellant raised volume television went bedroom p w prosecutrix hiding pulled mattress cot ground tied hand leg gagged removed clothes raped time deceased managed loosen knot came bedroom saw appellant committing rape prosecutrix ran hall make call seeing appellant angrily dragged manikandan toilet cut neck aruval ultimately causing death
"on 6.1.2000, when the prosecutrix PW 3 went for toilet in the bushwood of Paijan Singh Yadav, the appellant who came from behind caught hold of her and at the point of knife, forcibly committed sexual intercourse with her.",sexual offense,prosecutrix pw went toilet bushwood paijan singh yadav appellant came behind caught hold point knife forcibly committed sexual intercourse
"The victim, a student of 11th standard studying in that school, was called by the first respondent in the month of March 2010 to his room for the study purpose; served a drink and, after consuming the drink, it is alleged that the first respondent raped her and also took nude photographs. It is further alleged that thereafter the first respondent molested the victim and also raped her during the period March 2010 to July 2010.",sexual offense,victim student standard studying school called first respondent month march room study purpose served drink consuming drink alleged first respondent raped also took nude photograph alleged thereafter first respondent molested victim also raped period march july
"the victim left her village for village Pidana to sell milk. As she was on her way she was accosted by A1 to A3 who were coming from the opposite direction. They abused P.W. 1 and beat her thereafter. They also took her to the nearby field of one Chintalu and committed rape on her. In the meantime, A4 to A8 also came there and pointed out that it was not sufficient punishment for her to be raped but she should also be given a severe beating to teach her a lesson. All the accused thereupon beat her still further. The cries of the victim attracted some of the villagers who were close by and on reaching there they found that her clothes had been torn and that she was in a traumatised state.",sexual offense,victim left village village pidana sell milk way accosted coming opposite direction abused p w beat thereafter also took nearby field one chintalu committed rape meantime also came pointed not sufficient punishment raped also given severe beating teach lesson accused thereupon beat still cry victim attracted villager close reaching found clothes torn traumatised state
the accused went to the house of the prosecutrix and took her to his house and after entering his room the accused bolted the door of the room from inside and put the prosecutrix on the cot and switched on the T.V. It is also alleged that thereafter the accused opened the salwar of the prosecutrix and took off his trouser and underwear and thereafter the accused committed on the prosecutrix. The prosecutrix stated in her deposition that she wanted to cry and weep but she could not do so because the accused had gagged her mouth.,sexual offense,accused went house prosecutrix took house entering room accused bolted door room inside put prosecutrix cot switched v also alleged thereafter accused opened salwar prosecutrix took trouser underwear thereafter accused committed prosecutrix prosecutrix stated deposition wanted cry weep could not accused gagged mouth
"the prosecutrix went to the house of the respondent to read some books. The respondent, however, told her to lie down on the cot and thereafter removed her underwear and lay down on her, but after the prosecutrix screamed in alarm the respondent let her go.",sexual offense,prosecutrix went house respondent read book respondent however told lie cot thereafter removed underwear lay prosecutrix screamed alarm respondent let go
"It is alleged that with his muscle and money power, accused No. 1 started threatening the family members of the prosecutrix. On 5.5.2009, accused No. 1, under threat, took the prosecutrix and her whole family to Bombay for getting married with prosecutrix and for that purpose he also converted himself to Islam. Thereafter, Nikaah was performed on 6.5.1999 at Bombay in the presence of Kazi. In this nikaah, accused no. 1 was helped by other accused persons who were his henchmen. Even after the nikaah, accused No. 1 is alleged to have moved along with prosecutrix at various places including Khandala, Mysore and Hyderabad where according to the prosecutrix, under threat,she was raped by accused No. 1 from 9.5.1999 to 17.5.1999. In short, the case of the prosecution appears to be that it was only with the muscle and money power that the accused No. 1 forced the prosecutrix for nikaah and ravished her.",sexual offense,alleged muscle money power accused started threatening family member prosecutrix accused threat took prosecutrix whole family bombay getting married prosecutrix purpose also converted islam thereafter nikaah performed bombay presence kazi nikaah accused helped accused person henchman even nikaah accused alleged moved along prosecutrix various place including khandala mysore hyderabad according prosecutrix threat raped accused short case prosecution appears muscle money power accused forced prosecutrix nikaah ravished
"along with her brother Anil and her friend Rajni when accused Honey along with two others who she could recognise met them in white coloured Ambas s ador car and they made her brother Anil sit in the said car and told her that if she wanted her brother then she should sit with them and out of fear she sat in the car and they also made Rajni sit in the said car. Thereafter they took them to a hotel in Sector 2 2, Chandigarh and there they forcibly committed rape on her and thereafter they left them at Mohali at about 1.0 0 P.M. on that day.",sexual offense,along brother anil friend rajni accused honey along two others could recognise met white coloured ambas ador car made brother anil sit said car told wanted brother sit fear sat car also made rajni sit said car thereafter took hotel sector chandigarh forcibly committed rape thereafter left mohali p day
